foodid,Time,Date,DateFormat,DateTime,Month,Day,Count,Year,WeekDay,Season,Building Number,lat,lon,Room Number,Email Subject
518,12:18:35 PM, 5 Apr 2017 ,4/5/17,4/5/17 12:18 PM,Apr,5,1,2017,Wed,Spring,W20,42.35888889,71.09472222,308,Free Food in The Coffeehouse (W20-308)
519,6:02:17 PM, 5 Apr 2017 ,4/5/17,4/5/17 6:02 PM,Apr,5,1,2017,Wed,Spring,4,42.35916667,71.09111111,231,Free Food 4-231 eom
520,7:28:52 PM, 5 Apr 2017 ,4/5/17,4/5/17 7:28 PM,Apr,5,1,2017,Wed,Spring,1,42.35805556,71.09194444,134,free food in room 1-134
521,4:37:44 PM, 6 Apr 2017 ,4/6/17,4/6/17 4:37 PM,Apr,6,1,2017,Thu,Spring,w20,42.35888889,71.09472222,4,"Student Ctr, 4th Floor landing"
522,7:17:35 PM, 6 Apr 2017 ,4/6/17,4/6/17 7:17 PM,Apr,6,1,2017,Thu,Spring,4,42.35916667,71.09111111,149,PIZZA
523,1:15:33 PM, 7 Apr 2017 ,4/7/17,4/7/17 1:15 PM,Apr,7,1,2017,Fri,Spring,w20,42.35888889,71.09472222,4,Subway Student Ctr 4th Flr
524,3:51:56 PM, 7 Apr 2017 ,4/7/17,4/7/17 3:51 PM,Apr,7,1,2017,Fri,Spring,2,42.35861111,71.09,290,ICE CREAM
525,4:32:16 PM, 7 Apr 2017 ,4/7/17,4/7/17 4:32 PM,Apr,7,1,2017,Fri,Spring,50,42.35916667,71.08805556,1,Walker Memorial Basement - Vegetarian & Chicken Burritos
526,2:30:24 PM, 8 Apr 2017 ,4/8/17,4/8/17 2:30 PM,Apr,8,1,2017,Sat,Spring,w20,42.35888889,71.09472222,202,Sandwiches and wraps sala
527,7:11:02 PM, 8 Apr 2017 ,4/8/17,4/8/17 7:11 PM,Apr,8,1,2017,Sat,Spring,2,42.35861111,71.09,190,thai food outside 2-190 eom
528,7:14:47 PM, 8 Apr 2017 ,4/8/17,4/8/17 7:14 PM,Apr,8,1,2017,Sat,Spring,2,42.35861111,71.09,190,Thai Food 2-190 eom
529,6:41:01 PM,5/10/17,5/10/17,5/10/17 6:41 PM,May,10,1,2017,Wed,Spring,10,42.35944444,71.09194444,1,Lots of Blue Ribbon BBQ in lobby 10
530,6:34:45 PM,5/11/17,5/11/17,5/11/17 6:34 PM,May,11,1,2017,Thu,Spring,7,42.35916667,71.09305556,4,Steam_ Bldg 7 4th Fl
531,12:53:20 PM,5/12/17,5/12/17,5/12/17 12:53 PM,May,12,1,2017,Fri,Spring,E18,42.36166667,71.08777778,228,leftovers in E18-228(1)
532,2:04:17 PM,5/12/17,5/12/17,5/12/17 2:04 PM,May,12,1,2017,Fri,Spring,50,42.35916667,71.08805556,1,Leftovers in Walker Lawn
533,2:13:04 PM,5/12/17,5/12/17,5/12/17 2:13 PM,May,12,1,2017,Fri,Spring,50,42.35916667,71.08805556,1,Free Home Cooked BBQ and Sides in Walker
534,5:09:04 PM,5/12/17,5/12/17,5/12/17 5:09 PM,May,12,1,2017,Fri,Spring,10,42.35944444,71.09194444,1,Hotdogs in lobby 10eom
535,6:11:13 PM,5/12/17,5/12/17,5/12/17 6:11 PM,May,12,1,2017,Fri,Spring,e14,42.36027778,71.08722222,304,Chinese food outside 14E-304 eom
536,6:31:15 PM,5/12/17,5/12/17,5/12/17 6:31 PM,May,12,1,2017,Fri,Spring,1,42.35805556,71.09194444,134,"Pasta and salad, 1-134"
537,8:17:25 PM,5/12/17,5/12/17,5/12/17 8:17 PM,May,12,1,2017,Fri,Spring,10,42.35944444,71.09194444,1,Blueberry pie in lobby 10
538,12:30:16 PM,5/13/17,5/13/17,5/13/17 12:30 PM,May,13,1,2017,Sat,Spring,4,42.35916667,71.09111111,332,Free Oasis (Brazilian) in 4-332
539,2:42:31 PM,5/13/17,5/13/17,5/13/17 2:42 PM,May,13,1,2017,Sat,Spring,50,42.35916667,71.08805556,140,Pizza_quesadillas in Morss Hall
540,6:15:44 PM,5/13/17,5/13/17,5/13/17 6:15 PM,May,13,1,2017,Sat,Spring,E51,42.36055556,71.08444444,182,E51-182 Mexican fare
541,8:27:47 PM,5/13/17,5/13/17,5/13/17 8:27 PM,May,13,1,2017,Sat,Spring,e14,42.36027778,71.08722222,1,"Chips, beans, bagels, Media Lab"
542,11:56:36 PM,5/13/17,5/13/17,5/13/17 11:56 PM,May,13,1,2017,Sat,Spring,50,42.35916667,71.08805556,140,"Popcorn, chips, dip, drinks, Walker Morss Hall EOM"
543,3:21:29 PM,5/14/17,5/14/17,5/14/17 3:21 PM,May,14,1,2017,Sun,Spring,e15,42.36083333,71.0875,5,"Sandwiches, chips 6th floor Media lab"
544,9:50:52 AM,5/15/17,5/15/17,5/15/17 9:50 AM,May,15,1,2017,Mon,Spring,32,42.36138889,71.09055556,1,Left Over Cake from last night party in 32- LIDS Lounge
545,3:17:46 PM,5/15/17,5/15/17,5/15/17 3:17 PM,May,15,1,2017,Mon,Spring,34,42.36111111,71.09166667,401,Food in Grier Room (34-401)
546,6:53:15 PM,5/16/17,5/16/17,5/16/17 6:53 PM,May,16,1,2017,Tue,Spring,E51,42.36055556,71.08444444,315,Sandwiches and salads outside E51-315
547,3:07:28 PM,5/17/17,5/17/17,5/17/17 3:07 PM,May,17,1,2017,Wed,Spring,e14,42.36027778,71.08722222,3,leftovers in 14E 3rd floor hallway
548,5:23:32 PM,5/17/17,5/17/17,5/17/17 5:23 PM,May,17,1,2017,Wed,Spring,1,42.35805556,71.09194444,150,Pizza in 1-150 eom
549,8:15:38 PM,5/17/17,5/17/17,5/17/17 8:15 PM,May,17,1,2017,Wed,Spring,e14,42.36027778,71.08722222,1,"Cheese, salads, cake at Media Lab"
550,6:53:54 PM,5/18/17,5/18/17,5/18/17 6:53 PM,May,18,1,2017,Thu,Spring,66,42.36083333,71.08888889,144,Cheese cubes in 66-144
551,7:31:17 PM,5/18/17,5/18/17,5/18/17 7:31 PM,May,18,1,2017,Thu,Spring,3,42.35888889,71.09222222,1,"Indian food, pizza and cake"
552,12:50:56 PM,5/19/17,5/19/17,5/19/17 12:50 PM,May,19,1,2017,Fri,Spring,w20,42.35888889,71.09472222,491,small amount of pepper sky w20-491 eom
553,12:53:07 PM,5/19/17,5/19/17,5/19/17 12:53 PM,May,19,1,2017,Fri,Spring,6,42.35944444,71.09027778,122,Chicken and Rice
554,3:09:33 PM,5/19/17,5/19/17,5/19/17 3:09 PM,May,19,1,2017,Fri,Spring,36,42.36138889,71.09138889,8,coffee in 36 8th floor
555,3:19:40 PM,5/19/17,5/19/17,5/19/17 3:19 PM,May,19,1,2017,Fri,Spring,7,42.35916667,71.09305556,4,Pastries from flour on 4th floor of building 7 (in cafe area) eom
556,3:46:08 PM,5/19/17,5/19/17,5/19/17 3:46 PM,May,19,1,2017,Fri,Spring,6,42.35944444,71.09027778,131,Bring your own container
557,6:16:08 PM,5/19/17,5/19/17,5/19/17 6:16 PM,May,19,1,2017,Fri,Spring,w20,42.35888889,71.09472222,1,Pasta outside Z center
558,12:47:51 PM, 2 May 2017 ,5/2/17,5/2/17 12:47 PM,May,2,1,2017,Tue,Spring,32,42.36138889,71.09055556,G631,Free Indian Food In 32-G631 EOM
559,7:27:51 PM, 2 May 2017 ,5/2/17,5/2/17 7:27 PM,May,2,1,2017,Tue,Spring,e25,42.36166667,71.08694444,401,E25 - 401
560,9:09:13 PM, 2 May 2017 ,5/2/17,5/2/17 9:09 PM,May,2,1,2017,Tue,Spring,9,42.35972222,71.09333333,255,White rice in building 9 outside 9-255
561,1:09:26 PM,5/20/17,5/20/17,5/20/17 1:09 PM,May,20,1,2017,Sat,Spring,w16,42.35805556,71.095,1,Food on Kresge 2_10 until 2_40. Don't take the plates!
562,1:22:58 PM,5/20/17,5/20/17,5/20/17 1:22 PM,May,20,1,2017,Sat,Spring,e51,42.36055556,71.08444444,325,Free Food E51 near 325
563,10:40:54 PM,5/20/17,5/20/17,5/20/17 10:40 PM,May,20,1,2017,Sat,Spring,w20,42.35888889,71.09472222,2,Free penne and meat+vegetarian tomato sauces
564,12:10:28 PM,5/22/17,5/22/17,5/22/17 12:10 PM,May,22,1,2017,Mon,Spring,6,42.35944444,71.09027778,104,Free Food in 6-104(1)
565,12:15:05 PM,5/23/17,5/23/17,5/23/17 12:15 PM,May,23,1,2017,Tue,Spring,56,42.36055556,71.08972222,154,Make your own tacos outside 56-154
566,8:14:03 AM,5/24/17,5/24/17,5/24/17 8:14 AM,May,24,1,2017,Wed,Spring,W20,42.35888889,71.09472222,1,Granola bars and cheese sticks by stud elevator (near Verdes)
567,11:11:44 AM,5/24/17,5/24/17,5/24/17 11:11 AM,May,24,1,2017,Wed,Spring,32,42.36138889,71.09055556,124,Muffins and Pastries outside 32-124
568,1:01:23 PM,5/25/17,5/25/17,5/25/17 1:01 PM,May,25,1,2017,Thu,Spring,9,42.35972222,71.09333333,255,"Chicken, beans and rice"
569,4:03:27 PM,5/25/17,5/25/17,5/25/17 4:03 PM,May,25,1,2017,Thu,Spring,6,42.35944444,71.09027778,104,Chipman Room 6-104
570,3:34:08 PM,5/26/17,5/26/17,5/26/17 3:34 PM,May,26,1,2017,Fri,Spring,e40,42.36111111,71.08472222,,Sandwiches_Snacks at Trust Center E40
571,10:34:30 PM,5/27/17,5/27/17,5/27/17 10:34 PM,May,27,1,2017,Sat,Spring,66,42.36083333,71.08888889,1,Pork sliders on missingno statue in 66 point
572,6:22:43 PM, 3 May 2017 ,5/3/17,5/3/17 6:22 PM,May,3,1,2017,Wed,Spring,9,42.35972222,71.09333333,217,Caribbean food outside of 9-217
573,8:51:52 PM, 3 May 2017 ,5/3/17,5/3/17 8:51 PM,May,3,1,2017,Wed,Spring,e14,42.36027778,71.08722222,1,"Rice and salad dressing, Media Lab"
574,11:46:14 AM,5/30/17,5/30/17,5/30/17 11:46 AM,May,30,1,2017,Tue,Spring,32,42.36138889,71.09055556,1,"ABP pastries, parfaits, coffee at Stata"
575,7:01:23 PM,5/30/17,5/30/17,5/30/17 7:01 PM,May,30,1,2017,Tue,Spring,e25,42.36166667,71.08694444,401,"E25 - 401 couscous, salad and cookie cake"
576,3:03:33 PM,5/31/17,5/31/17,5/31/17 3:03 PM,May,31,1,2017,Wed,Spring,4,42.35916667,71.09111111,149,cookies 4-149
577,8:16:15 PM,5/31/17,5/31/17,5/31/17 8:16 PM,May,31,1,2017,Wed,Spring,66,42.36083333,71.08888889,1,Seafood Paella
578,6:16:41 PM, 4 May 2017 ,5/4/17,5/4/17 6:16 PM,May,4,1,2017,Thu,Spring,2,42.35861111,71.09,1,Chicken salad on mural benches at building 2 first floor eom
579,1:50:38 PM, 5 May 2017 ,5/5/17,5/5/17 1:50 PM,May,5,1,2017,Fri,Spring,1,42.35805556,71.09194444,214,Jamaican Food 1-214
580,4:11:18 PM, 5 May 2017 ,5/5/17,5/5/17 4:11 PM,May,5,1,2017,Fri,Spring,e14,42.36027778,71.08722222,1,"Salad (w quinoa), Media Lab"
581,7:38:18 PM, 5 May 2017 ,5/5/17,5/5/17 7:38 PM,May,5,1,2017,Fri,Spring,nw35,42.35861111,71.10111111,1,Feliz Cinco de mayo carribean food in hulsizer dining room!
582,8:38:36 PM, 5 May 2017 ,5/5/17,5/5/17 8:38 PM,May,5,1,2017,Fri,Spring,e14,42.36027778,71.08722222,1,"Pad Thai, curry, chicken - Media Lab"
583,2:18:42 PM, 6 May 2017 ,5/6/17,5/6/17 2:18 PM,May,6,1,2017,Sat,Spring,10,42.35944444,71.09194444,1,Leftover sandwiches in lobby 10
584,3:02:31 PM, 6 May 2017 ,5/6/17,5/6/17 3:02 PM,May,6,1,2017,Sat,Spring,E51,42.36055556,71.08444444,95,Brazilian food at E51-095
585,7:42:48 PM, 6 May 2017 ,5/6/17,5/6/17 7:42 PM,May,6,1,2017,Sat,Spring,E25,42.36166667,71.08694444,117,E25-117 outside benches vegetable wraps and soda [eom]
586,11:58:18 AM, 8 May 2017 ,5/8/17,5/8/17 11:58 AM,May,8,1,2017,Mon,Spring,10,42.35944444,71.09194444,1,Leftovers in Lobby 10
587,2:07:07 PM, 8 May 2017 ,5/8/17,5/8/17 2:07 PM,May,8,1,2017,Mon,Spring,9,42.35972222,71.09333333,4,"Free Mexican Salvadorean food Bldg 9, 4th Floor"
588,6:23:14 PM, 9 May 2017 ,5/9/17,5/9/17 6:23 PM,May,9,1,2017,Tue,Spring,3,42.35888889,71.09222222,129,"Rice leaves, spiced rice, pita, white_red sauce 3-129_infinite eom"
589,7:48:04 PM, 9 May 2017 ,5/9/17,5/9/17 7:48 PM,May,9,1,2017,Tue,Spring,32,42.36138889,71.09055556,4,4th floor stata-food from the royal east
590,8:56:42 PM, 9 May 2017 ,5/9/17,5/9/17 8:56 PM,May,9,1,2017,Tue,Spring,w20,42.35888889,71.09472222,407,Trays of Pad Thai by w20-407
591,9:12:33 PM, 9 May 2017 ,5/9/17,5/9/17 9:12 PM,May,9,1,2017,Tue,Spring,5,42.35861111,71.09277778,217,Four boxes of pizza
592,7:32:25 PM,6/10/17,6/10/17,6/10/17 7:32 PM,Jun,10,1,2017,Sat,Summer,w20,42.35888889,71.09472222,1,Sandwich things desserts and soda first floor of stud
593,11:56:55 AM,6/13/17,6/13/17,6/13/17 11:56 AM,Jun,13,1,2017,Tue,Summer,32,42.36138889,71.09055556,1,Stata - Student Street
594,1:37:28 PM,6/13/17,6/13/17,6/13/17 1:37 PM,Jun,13,1,2017,Tue,Summer,3,42.35888889,71.09222222,270,Chicken and Salad outside 3-270
595,9:06:55 PM,6/13/17,6/13/17,6/13/17 9:06 PM,Jun,13,1,2017,Tue,Summer,5,42.35861111,71.09277778,1,Pizza + Root Beer between buildings 5 & 1 EOM
596,1:54:47 PM,6/14/17,6/14/17,6/14/17 1:54 PM,Jun,14,1,2017,Wed,Summer,2,42.35861111,71.09,139,Salad and deserts Bldg. 2 entrance by 2-139
597,1:31:05 PM,6/15/17,6/15/17,6/15/17 1:31 PM,Jun,15,1,2017,Thu,Summer,2,42.35861111,71.09,131,Free Food(3)
598,5:59:20 PM,6/16/16,6/16/16,6/16/16 5:59 PM,Jun,16,1,2016,Thu,Summer,1,42.35805556,71.09194444,190,Ana's Taqueria in 1-190
599,1:56:47 PM,6/16/17,6/16/17,6/16/17 1:56 PM,Jun,16,1,2017,Fri,Summer,6,42.35944444,71.09027778,120,Lobby outside 6-120
600,8:20:32 PM,6/17/17,6/17/17,6/17/17 8:20 PM,Jun,17,1,2017,Sat,Summer,w20,42.35888889,71.09472222,1,Oasis Brazilian food in first floor student center
601,8:43:40 PM,6/17/17,6/17/17,6/17/17 8:43 PM,Jun,17,1,2017,Sat,Summer,w20,42.35888889,71.09472222,1,Fwd_ Free Indian food in Student center 1st floor. EOM
602,6:57:50 PM,6/18/17,6/18/17,6/18/17 6:57 PM,Jun,18,1,2017,Sun,Summer,2,42.35861111,71.09,290,Nice food outside 2-290
603,7:04:09 PM,6/19/16,6/19/16,6/19/16 7:04 PM,Jun,19,1,2016,Sun,Summer,2,42.35861111,71.09,290,Leftover catered food in 2-290
604,8:33:31 PM,6/19/16,6/19/16,6/19/16 8:33 PM,Jun,19,1,2016,Sun,Summer,32,42.36138889,71.09055556,1,indian food outside forbes cafe
605,8:32:55 AM,6/19/17,6/19/17,6/19/17 8:32 AM,Jun,19,1,2017,Mon,Summer,2,42.35861111,71.09,450,Cafe Luna in 2-450
606,4:55:28 PM,6/19/17,6/19/17,6/19/17 4:55 PM,Jun,19,1,2017,Mon,Summer,3,42.35888889,71.09222222,270,Anna's in 3-270 Please Take
607,6:32:07 PM,6/19/17,6/19/17,6/19/17 6:32 PM,Jun,19,1,2017,Mon,Summer,2,42.35861111,71.09,290,Greek food outside 2-290
608,2:13:20 PM, 2 Jun 2017 ,6/2/17,6/2/17 2:13 PM,Jun,2,1,2017,Fri,Summer,w20,42.35888889,71.09472222,1,"Firefly's BBQ, La Sala in the stud"
609,5:17:39 PM, 2 Jun 2017 ,6/2/17,6/2/17 5:17 PM,Jun,2,1,2017,Fri,Summer,10,42.35944444,71.09194444,1,Veggie wraps in lobby 10
610,7:11:39 PM, 2 Jun 2017 ,6/2/17,6/2/17 7:11 PM,Jun,2,1,2017,Fri,Summer,w20,42.35888889,71.09472222,202,More bbq in la salsa
611,9:02:07 AM,6/20/16,6/20/16,6/20/16 9:02 AM,Jun,20,1,2016,Mon,Summer,2,42.35861111,71.09,4,Cafe Luna breakfast in Bldg. 2 on the 4th floor
612,6:14:11 PM,6/20/16,6/20/16,6/20/16 6:14 PM,Jun,20,1,2016,Mon,Summer,2,42.35861111,71.09,290,Free food by 2-290
613,5:56:07 AM,6/20/17,6/20/17,6/20/17 5:56 AM,Jun,20,1,2017,Tue,Summer,3,42.35888889,71.09222222,208,Boxes of salad outside 3-208 eom
614,8:24:58 PM,6/20/17,6/20/17,6/20/17 8:24 PM,Jun,20,1,2017,Tue,Summer,32,42.36138889,71.09055556,1,Stata atrium picnic food
615,4:59:39 PM,6/21/16,6/21/16,6/21/16 4:59 PM,Jun,21,1,2016,Tue,Summer,34,42.36111111,71.09166667,401,Food in Grier room 34-401
616,7:19:30 PM,6/21/16,6/21/16,6/21/16 7:19 PM,Jun,21,1,2016,Tue,Summer,2,42.35861111,71.09,290,Pasta pizza and salad
617,1:12:39 PM,6/21/17,6/21/17,6/21/17 1:12 PM,Jun,21,1,2017,Wed,Summer,2,42.35861111,71.09,131,Free Build your own Taco in 2-131 [EOM]
618,1:17:41 PM,6/21/17,6/21/17,6/21/17 1:17 PM,Jun,21,1,2017,Wed,Summer,E18,42.36166667,71.08777778,228,Oasis and Cafe Luna leftovers in E18-228
619,6:23:56 PM,6/21/17,6/21/17,6/21/17 6:23 PM,Jun,21,1,2017,Wed,Summer,2,42.35861111,71.09,290,Thai food outside 2-290
620,10:43:29 AM,6/22/16,6/22/16,6/22/16 10:43 AM,Jun,22,1,2016,Wed,Summer,1,42.35805556,71.09194444,214,1-214
621,12:44:29 PM,6/22/16,6/22/16,6/22/16 12:44 PM,Jun,22,1,2016,Wed,Summer,1,42.35805556,71.09194444,242,"Sandwiches, Potato Salad and Coleslaw outside 1-242"
622,3:27:10 PM,6/22/16,6/22/16,6/22/16 3:27 PM,Jun,22,1,2016,Wed,Summer,e14,42.36027778,71.08722222,3,"cookies, salads, sandwiches"
623,6:37:23 PM,6/22/16,6/22/16,6/22/16 6:37 PM,Jun,22,1,2016,Wed,Summer,2,42.35861111,71.09,290,Mexican food outside 2-290
624,11:49:34 AM,6/22/17,6/22/17,6/22/17 11:49 AM,Jun,22,1,2017,Thu,Summer,E18,42.36166667,71.08777778,228,leftovers in E18-228
625,12:49:41 PM,6/22/17,6/22/17,6/22/17 12:49 PM,Jun,22,1,2017,Thu,Summer,2,42.35861111,71.09,131,"Free chicken, potatoes, and lasagna rolls by 2-131"
626,6:47:38 PM,6/22/17,6/22/17,6/22/17 6:47 PM,Jun,22,1,2017,Thu,Summer,2,42.35861111,71.09,290,Brazilian food outside 2-290 EOM
627,12:13:50 PM,6/23/16,6/23/16,6/23/16 12:13 PM,Jun,23,1,2016,Thu,Summer,56,42.36055556,71.08972222,167,56-167
628,6:46:17 PM,6/23/16,6/23/16,6/23/16 6:46 PM,Jun,23,1,2016,Thu,Summer,2,42.35861111,71.09,290,sandwiches coleslaw pickles and potato salad
629,3:15:06 PM,6/23/17,6/23/17,6/23/17 3:15 PM,Jun,23,1,2017,Fri,Summer,11,42.35944444,71.09277778,0,Pizza at Copytech _ 11-004
630,1:35:11 PM,6/24/17,6/24/17,6/24/17 1:35 PM,Jun,24,1,2017,Sat,Summer,50,42.35916667,71.08805556,1,Tomato_Veggie soup
631,3:30:35 PM,6/24/17,6/24/17,6/24/17 3:30 PM,Jun,24,1,2017,Sat,Summer,32,42.36138889,71.09055556,141,stata outside 32-141
632,6:22:00 PM,6/24/17,6/24/17,6/24/17 6:22 PM,Jun,24,1,2017,Sat,Summer,2,42.35861111,71.09,290,Salad and chips outside 2-290
633,1:57:53 PM,6/25/17,6/25/17,6/25/17 1:57 PM,Jun,25,1,2017,Sun,Summer,18,42.36,71.08972222,9,"Salad, cookies at 9th floor Dreyfoos tower"
634,6:05:20 PM,6/25/17,6/25/17,6/25/17 6:05 PM,Jun,25,1,2017,Sun,Summer,2,42.35861111,71.09,290,Indian food outside 2-290
635,1:14:08 PM,6/26/17,6/26/17,6/26/17 1:14 PM,Jun,26,1,2017,Mon,Summer,34,42.36111111,71.09166667,401,food in Grier Room
636,6:14:19 PM,6/28/16,6/28/16,6/28/16 6:14 PM,Jun,28,1,2016,Tue,Summer,2,42.35861111,71.09,290,FW_ Free food outside common room
637,11:49:40 AM,6/28/17,6/28/17,6/28/17 11:49 AM,Jun,28,1,2017,Wed,Summer,E51,42.36055556,71.08444444,395,"Smoked nova lox, bagels, coffee in E51-395"
638,1:03:25 PM,6/28/17,6/28/17,6/28/17 1:03 PM,Jun,28,1,2017,Wed,Summer,2,42.35861111,71.09,131,Free food by 2-131
639,1:51:10 PM,6/28/17,6/28/17,6/28/17 1:51 PM,Jun,28,1,2017,Wed,Summer,34,42.36111111,71.09166667,401,34-401 Kitchen Grier A side- DO NOT INTERRUPT THESIS DEFENSE IN GRIER B!(1)
640,1:53:41 PM,6/28/17,6/28/17,6/28/17 1:53 PM,Jun,28,1,2017,Wed,Summer,34,42.36111111,71.09166667,401,34-401 Kitchen Grier A side- DO NOT INTERRUPT THESIS DEFENSE IN GRIER B!
641,7:59:18 PM,6/28/17,6/28/17,6/28/17 7:59 PM,Jun,28,1,2017,Wed,Summer,32,42.36138889,71.09055556,4,R&D 4th floor stata now! EOM
642,12:01:21 PM,6/29/16,6/29/16,6/29/16 12:01 PM,Jun,29,1,2016,Wed,Summer,E39,42.36194444,71.08361111,374,Thai leftovers + cut fruit in E39-374
643,12:04:59 PM,6/29/16,6/29/16,6/29/16 12:04 PM,Jun,29,1,2016,Wed,Summer,56,42.36055556,71.08972222,167,"sandwiches, chips, etc. in 56-167"
644,3:28:57 PM,6/29/16,6/29/16,6/29/16 3:28 PM,Jun,29,1,2016,Wed,Summer,32,42.36138889,71.09055556,123,Leftover coffee_cookies_cheese platter 32-123
645,6:32:03 PM,6/29/16,6/29/16,6/29/16 6:32 PM,Jun,29,1,2016,Wed,Summer,36,42.36138889,71.09138889,5,Royal East beef & chicken
646,4:01:33 PM,6/29/17,6/29/17,6/29/17 4:01 PM,Jun,29,1,2017,Thu,Summer,1,42.35805556,71.09194444,,Food from Saloniki Building 1
647,6:48:18 PM,6/29/17,6/29/17,6/29/17 6:48 PM,Jun,29,1,2017,Thu,Summer,2,42.35861111,71.09,290,Burger toppings and salad outside 2-290
648,8:44:28 PM, 3 Jun 2017 ,6/3/17,6/3/17 8:44 PM,Jun,3,1,2017,Sat,Summer,1,42.35805556,71.09194444,1,Trays of rice and salad
649,12:06:03 PM,6/30/16,6/30/16,6/30/16 12:06 PM,Jun,30,1,2016,Thu,Summer,E39,42.36194444,71.08361111,374,Brazilian leftovers in E39-374
650,6:45:37 PM,6/30/16,6/30/16,6/30/16 6:45 PM,Jun,30,1,2016,Thu,Summer,2,42.35861111,71.09,290,Fwd_ Wings in the 2-290!
651,7:04:58 PM,6/30/16,6/30/16,6/30/16 7:04 PM,Jun,30,1,2016,Thu,Summer,50,42.35916667,71.08805556,1,Vegan pizza walker basement
652,12:03:41 PM,6/30/17,6/30/17,6/30/17 12:03 PM,Jun,30,1,2017,Fri,Summer,34,42.36111111,71.09166667,401,"Kitchen next to 34-401, some pastas and salad"
653,4:40:00 PM, 5 Jun 2017 ,6/5/17,6/5/17 4:40 PM,Jun,5,1,2017,Mon,Summer,w20,42.35888889,71.09472222,4,Saloniki leftovers W20 fourth floor
654,7:11:43 PM, 6 Jun 2017 ,6/6/17,6/6/17 7:11 PM,Jun,6,1,2017,Tue,Summer,W20,42.35888889,71.09472222,1st,FW_ beans & veggie by middle stairs W20-1st floor
655,12:49:41 PM, 7 Jun 2017 ,6/7/17,6/7/17 12:49 PM,Jun,7,1,2017,Wed,Summer,E18,42.36166667,71.08777778,228,leftovers in E18-228(4)
656,12:51:42 PM, 7 Jun 2017 ,6/7/17,6/7/17 12:51 PM,Jun,7,1,2017,Wed,Summer,37,42.36055556,71.09305556,252,Free food (BBQ) 37-252
657,12:56:13 PM, 7 Jun 2017 ,6/7/17,6/7/17 12:56 PM,Jun,7,1,2017,Wed,Summer,37,42.36055556,71.09305556,252,FW_ Free food (BBQ) 37-252
658,11:15:04 AM, 8 Jun 2017 ,6/8/17,6/8/17 11:15 AM,Jun,8,1,2017,Thu,Summer,54,42.36027778,71.08916667,1,"Food @ Public Reception, La Grade Voile"
659,12:17:43 PM, 8 Jun 2017 ,6/8/17,6/8/17 12:17 PM,Jun,8,1,2017,Thu,Summer,2,42.35861111,71.09,449,Room 2-449
660,1:06:00 PM, 8 Jun 2017 ,6/8/17,6/8/17 1:06 PM,Jun,8,1,2017,Thu,Summer,E18,42.36166667,71.08777778,228,taco bar leftovers in E18-228 REQUIRES AT LEAST THREE PEOPLE
661,12:17:38 PM, 9 Jun 2017 ,6/9/17,6/9/17 12:17 PM,Jun,9,1,2017,Fri,Summer,w20,42.35888889,71.09472222,1,Noms in Stud
662,6:12:07 PM, 9 Jun 2017 ,6/9/17,6/9/17 6:12 PM,Jun,9,1,2017,Fri,Summer,e62,42.36111111,71.0825,2,Full appetizer spread in E62 2nd floor
663,6:16:52 PM, 1 Jul 2016 ,7/1/16,7/1/16 6:16 PM,Jul,1,1,2016,Fri,Summer,2,42.35861111,71.09,290,Fwd_ Korean BBQ Outside 2-290
664,7:00:03 PM,7/11/17,7/11/17,7/11/17 7:00 PM,Jul,11,1,2017,Tue,Summer,33,42.36,71.09361111,,"Pizza, noodles, bread in 33 stairway closest to 9"
665,1:32:45 PM,7/12/17,7/12/17,7/12/17 1:32 PM,Jul,12,1,2017,Wed,Summer,E18,42.36166667,71.08777778,228,leftovers in E18-228(3)
666,12:19:40 PM,7/13/16,7/13/16,7/13/16 12:19 PM,Jul,13,1,2016,Wed,Summer,32,42.36138889,71.09055556,123,Sebastian's sandwiches
667,12:26:31 PM,7/13/16,7/13/16,7/13/16 12:26 PM,Jul,13,1,2016,Wed,Summer,E39,42.36194444,71.08361111,374,leftovers in E39-374
668,5:02:28 PM,7/13/16,7/13/16,7/13/16 5:02 PM,Jul,13,1,2016,Wed,Summer,32,42.36138889,71.09055556,0,Chips and Dip and m&ms
669,12:55:22 PM,7/13/17,7/13/17,7/13/17 12:55 PM,Jul,13,1,2017,Thu,Summer,E18,42.36166667,71.08777778,228,leftovers in E18-228(2)
670,12:29:29 PM,7/14/16,7/14/16,7/14/16 12:29 PM,Jul,14,1,2016,Thu,Summer,E39,42.36194444,71.08361111,374,leftovers in E39-374 (TWO PERSON CARRY JOB)
671,12:46:54 PM,7/14/16,7/14/16,7/14/16 12:46 PM,Jul,14,1,2016,Thu,Summer,1,42.35805556,71.09194444,132,Free churros outside 1-132 eom
672,1:52:53 PM,7/14/16,7/14/16,7/14/16 1:52 PM,Jul,14,1,2016,Thu,Summer,w20,42.35888889,71.09472222,2,boxed lunches and snacks
673,8:04:01 PM,7/14/16,7/14/16,7/14/16 8:04 PM,Jul,14,1,2016,Thu,Summer,50,42.35916667,71.08805556,1,Thai food in the Building 50 second floor lobby!
674,9:54:01 PM,7/14/16,7/14/16,7/14/16 9:54 PM,Jul,14,1,2016,Thu,Summer,7,42.35916667,71.09305556,4,"Oasis 4th floor of building 7, outside of elevator"
675,8:44:47 AM,7/15/16,7/15/16,7/15/16 8:44 AM,Jul,15,1,2016,Fri,Summer,13,42.35972222,71.0925,1,Free breakfast in lobby 13
