foodid,Time,Date,DateFormat,DateTime,Month,Day,Count,Year,WeekDay,Season,Building Number,lat,lon,Room Number,Email Subject
212,6:51:55 PM,11/15/16,11/15/16,11/15/16 6:51 PM,Nov,15,1,2016,Tue,Autumn,e40,42.36111111,71.08472222,1,Cheese and Cracker platters
213,1:21:31 PM,11/15/17,11/15/17,11/15/17 1:21 PM,Nov,15,1,2017,Wed,Autumn,e18,42.36166667,71.08777778,4,"Pasta and chicken on the kitchen of e18, fourth floor"
214,1:51:03 PM,11/15/17,11/15/17,11/15/17 1:51 PM,Nov,15,1,2017,Wed,Autumn,4,42.35916667,71.09111111,237,Sandwiches outside 4-237
215,11:16:00 PM,11/15/17,11/15/17,11/15/17 11:16 PM,Nov,15,1,2017,Wed,Autumn,6,42.35944444,71.09027778,120,Salad outside 6-120
216,2:29:39 PM,11/16/16,11/16/16,11/16/16 2:29 PM,Nov,16,1,2016,Wed,Autumn,e14,42.36027778,71.08722222,304,leftover pasta outside 14E-304
217,8:50:36 PM,11/16/16,11/16/16,11/16/16 8:50 PM,Nov,16,1,2016,Wed,Autumn,w20,42.35888889,71.09472222,1,Chicken steak rice and veggies at the stud (eom)
218,9:13:05 PM,11/16/16,11/16/16,11/16/16 9:13 PM,Nov,16,1,2016,Wed,Autumn,7,42.35916667,71.09305556,429,"Mashed sweet potatoes, veggies, salad, apple crisp & ice cream outside 7-429 _eom_"
219,6:55:19 PM,11/16/17,11/16/17,11/16/17 6:55 PM,Nov,16,1,2017,Thu,Autumn,e17,42.36138889,71.08777778,1,veggies & dips in lobby of E17
220,7:42:55 PM,11/16/17,11/16/17,11/16/17 7:42 PM,Nov,16,1,2017,Thu,Autumn,32,42.36138889,71.09055556,1,Free food - Stata
221,7:14:46 PM,11/17/16,11/17/16,11/17/16 7:14 PM,Nov,17,1,2016,Thu,Autumn,e19,42.36194444,71.08777778,1,"finger food, Building E19"
222,8:36:55 PM,11/17/16,11/17/16,11/17/16 8:36 PM,Nov,17,1,2016,Thu,Autumn,e14,42.36027778,71.08722222,1,"Media Lab Winter Garden- cheese platters, veggies, crackers"
223,8:50:28 PM,11/17/16,11/17/16,11/17/16 8:50 PM,Nov,17,1,2016,Thu,Autumn,50,42.35916667,71.08805556,140,Vegetarian food in 50-140 (walker memorial) (eom)
224,9:44:21 PM,11/17/16,11/17/16,11/17/16 9:44 PM,Nov,17,1,2016,Thu,Autumn,50,42.35916667,71.08805556,1,"Muddy Charles_ Tons of hummus, some peanut noodles and salad"
225,10:24:39 PM,11/17/16,11/17/16,11/17/16 10:24 PM,Nov,17,1,2016,Thu,Autumn,1,42.35805556,71.09194444,190,Cafe Luna in 1-190
226,1:53:36 PM,11/17/17,11/17/17,11/17/17 1:53 PM,Nov,17,1,2017,Fri,Autumn,E18,42.36166667,71.08777778,228R,Lasagna + grilled chicken
227,4:01:25 PM,11/17/17,11/17/17,11/17/17 4:01 PM,Nov,17,1,2017,Fri,Autumn,6,42.35944444,71.09027778,120,Saloniki Greek food outside of 6-120
228,5:36:40 PM,11/17/17,11/17/17,11/17/17 5:36 PM,Nov,17,1,2017,Fri,Autumn,w20,42.35888889,71.09472222,1,"Coffee, cream, and sugar first floor stud across from la verdes"
229,8:45:52 PM,11/17/17,11/17/17,11/17/17 8:45 PM,Nov,17,1,2017,Fri,Autumn,9,42.35972222,71.09333333,255,"9-255 _Dessert, rice pilaf, cheese"
230,9:01:36 PM,11/17/17,11/17/17,11/17/17 9:01 PM,Nov,17,1,2017,Fri,Autumn,9,42.35972222,71.09333333,255,9-255 _Dessert!!!
231,6:47:34 PM,11/18/15,11/18/15,11/18/15 6:47 PM,Nov,18,1,2015,Wed,Autumn,9,42.35972222,71.09333333,550,[phd2] Free Indian Food 9-550
232,5:23:58 PM,11/18/16,11/18/16,11/18/16 5:23 PM,Nov,18,1,2016,Fri,Autumn,w20,42.35888889,71.09472222,4,Outside Twenty Chimneys
233,9:36:23 PM,11/18/16,11/18/16,11/18/16 9:36 PM,Nov,18,1,2016,Fri,Autumn,9,42.35972222,71.09333333,255,"Small amount of spaghetti, homemade pies and stuff 9-255"
234,2:03:52 PM,11/18/17,11/18/17,11/18/17 2:03 PM,Nov,18,1,2017,Sat,Autumn,50,42.35916667,71.08805556,1,Leftover pizza at Walker
235,3:12:21 PM,11/18/17,11/18/17,11/18/17 3:12 PM,Nov,18,1,2017,Sat,Autumn,10,42.35944444,71.09194444,105,"Partial trays of pulled chicken, rice&beans, cole slaw, salad in 10-105"
236,6:57:54 PM,11/18/17,11/18/17,11/18/17 6:57 PM,Nov,18,1,2017,Sat,Autumn,50,42.35916667,71.08805556,1,Walker free food sandwiches eom
237,7:54:14 PM,11/18/17,11/18/17,11/18/17 7:54 PM,Nov,18,1,2017,Sat,Autumn,10,42.35944444,71.09194444,1,Thai food in lobby 10
238,7:16:26 PM,11/19/16,11/19/16,11/19/16 7:16 PM,Nov,19,1,2016,Sat,Autumn,50,42.35916667,71.08805556,1,Cosi's and Domino's in Walker First Floor eom
239,1:58:29 PM,11/19/17,11/19/17,11/19/17 1:58 PM,Nov,19,1,2017,Sun,Autumn,50,42.35916667,71.08805556,1,Burritos in Walker Memorial
240,2:54:42 PM,11/19/17,11/19/17,11/19/17 2:54 PM,Nov,19,1,2017,Sun,Autumn,10,42.35944444,71.09194444,1,"Rice, lettuce, tofu"
241,6:19:41 PM,11/19/17,11/19/17,11/19/17 6:19 PM,Nov,19,1,2017,Sun,Autumn,66,42.36083333,71.08888889,1,Building 66 lobby. tons of homemade wholesomeness
242,1:18:20 PM, 2 Nov 2016 ,11/2/16,11/2/16 1:18 PM,Nov,2,1,2016,Wed,Autumn,w20,42.35888889,71.09472222,3,W20 3rd Floor_ DIY Taco Bar Leftovers
243,3:28:58 PM, 2 Nov 2016 ,11/2/16,11/2/16 3:28 PM,Nov,2,1,2016,Wed,Autumn,e51,42.36055556,71.08444444,325,cookies and bottled water and juice
244,12:40:08 PM, 2 Nov 2017 ,11/2/17,11/2/17 12:40 PM,Nov,2,1,2017,Thu,Autumn,w20,42.35888889,71.09472222,1,Lunches Available in Building W20
245,5:57:26 PM, 2 Nov 2017 ,11/2/17,11/2/17 5:57 PM,Nov,2,1,2017,Thu,Autumn,e17,42.36138889,71.08777778,1,"crudités, cheese cubes, chips"
246,7:43:00 PM, 2 Nov 2017 ,11/2/17,11/2/17 7:43 PM,Nov,2,1,2017,Thu,Autumn,36,42.36138889,71.09138889,1,Chinese food in tray with fried rice in EECS Student Lounge (building 36) EOM
247,2:02:09 PM,11/20/16,11/20/16,11/20/16 2:02 PM,Nov,20,1,2016,Sun,Autumn,50,42.35916667,71.08805556,1,"Ana's burritos, several trays, Walker 1st floor"
248,4:35:48 PM,11/20/16,11/20/16,11/20/16 4:35 PM,Nov,20,1,2016,Sun,Autumn,10,42.35944444,71.09194444,250,Sandwiches outside 10-250 eom
249,8:19:18 PM,11/20/16,11/20/16,11/20/16 8:19 PM,Nov,20,1,2016,Sun,Autumn,w20,42.35888889,71.09472222,2,Cafe Luna and dessert outside 20 chimneys
250,1:23:22 PM,11/20/17,11/20/17,11/20/17 1:23 PM,Nov,20,1,2017,Mon,Autumn,1,42.35805556,71.09194444,206,Italian and Indian outside of 1-206
251,1:25:24 PM,11/21/16,11/21/16,11/21/16 1:25 PM,Nov,21,1,2016,Mon,Autumn,11,42.35944444,71.09277778,0,"Pie, ice-cream and whipped cream at Copytech _ 11-004"
252,2:29:26 PM,11/21/16,11/21/16,11/21/16 2:29 PM,Nov,21,1,2016,Mon,Autumn,9,42.35972222,71.09333333,255,Food outside of 9-255
253,12:27:04 PM,11/21/17,11/21/17,11/21/17 12:27 PM,Nov,21,1,2017,Tue,Autumn,W20,42.35888889,71.09472222,307,Pizza in W20-307
254,1:05:07 PM,11/21/17,11/21/17,11/21/17 1:05 PM,Nov,21,1,2017,Tue,Autumn,66,42.36083333,71.08888889,125,Bertucci's outside 66-125
255,1:20:40 PM,11/21/17,11/21/17,11/21/17 1:20 PM,Nov,21,1,2017,Tue,Autumn,W20,42.35888889,71.09472222,306,Free Food in W20-306
256,1:30:48 PM,11/21/17,11/21/17,11/21/17 1:30 PM,Nov,21,1,2017,Tue,Autumn,50,42.35916667,71.08805556,141,Free Food in Morrs Hall (Walker Memorial) eom
257,6:54:20 PM,11/21/17,11/21/17,11/21/17 6:54 PM,Nov,21,1,2017,Tue,Autumn,e17,42.36138889,71.08777778,1,Caesar salad
258,1:55:09 PM,11/22/16,11/22/16,11/22/16 1:55 PM,Nov,22,1,2016,Tue,Autumn,50,42.35916667,71.08805556,140,Amazing food in Morss Hall!
259,5:27:54 PM,11/22/16,11/22/16,11/22/16 5:27 PM,Nov,22,1,2016,Tue,Autumn,e51,42.36055556,71.08444444,0,Assorted sandwiches
260,4:05:59 PM,11/22/17,11/22/17,11/22/17 4:05 PM,Nov,22,1,2017,Wed,Autumn,26,42.36083333,71.09083333,152,free food in 26-152
261,2:15:15 PM,11/23/16,11/23/16,11/23/16 2:15 PM,Nov,23,1,2016,Wed,Autumn,32,42.36138889,71.09055556,1,"Indian food at G8 Lounge, Stata Center"
262,1:03:02 PM,11/27/17,11/27/17,11/27/17 1:03 PM,Nov,27,1,2017,Mon,Autumn,10,42.35944444,71.09194444,105,Bush Room - Oasis
263,8:26:44 PM,11/28/16,11/28/16,11/28/16 8:26 PM,Nov,28,1,2016,Mon,Autumn,w20,42.35888889,71.09472222,1,Wings and fries in twenty chimneys
264,8:21:08 PM,11/29/16,11/29/16,11/29/16 8:21 PM,Nov,29,1,2016,Tue,Autumn,4,42.35916667,71.09111111,349,Pasta outside 4-349
265,3:03:15 PM, 3 Nov 2016 ,11/3/16,11/3/16 3:03 PM,Nov,3,1,2016,Thu,Autumn,e62,42.36111111,71.0825,1,"E62- first floor-Chips, Macaroni, sandwiches, cookies"
266,4:33:59 PM, 3 Nov 2016 ,11/3/16,11/3/16 4:33 PM,Nov,3,1,2016,Thu,Autumn,34,42.36111111,71.09166667,401,2.5 boxes of Bertuccis Pizza(1)
267,4:33:59 PM, 3 Nov 2016 ,11/3/16,11/3/16 4:33 PM,Nov,3,1,2016,Thu,Autumn,34,42.36111111,71.09166667,401,2.5 boxes of Bertuccis Pizza
268,7:04:38 PM, 3 Nov 2016 ,11/3/16,11/3/16 7:04 PM,Nov,3,1,2016,Thu,Autumn,9,42.35972222,71.09333333,451,Free Thai food outside 9-451
269,7:58:17 PM, 3 Nov 2016 ,11/3/16,11/3/16 7:58 PM,Nov,3,1,2016,Thu,Autumn,32,42.36138889,71.09055556,1,Forbes cafe Stata Center. Italian desserts
270,9:26:41 PM, 3 Nov 2016 ,11/3/16,11/3/16 9:26 PM,Nov,3,1,2016,Thu,Autumn,46,42.36222222,71.09138889,1,Lasagna & dessert in bcs atrium
271,11:50:19 AM, 3 Nov 2017 ,11/3/17,11/3/17 11:50 AM,Nov,3,1,2017,Fri,Autumn,6,42.35944444,71.09027778,120,burritos outside 6-120
272,12:55:56 PM, 3 Nov 2017 ,11/3/17,11/3/17 12:55 PM,Nov,3,1,2017,Fri,Autumn,e18,42.36166667,71.08777778,228r,Taco Bar available until 3_30pm
273,1:20:15 PM, 3 Nov 2017 ,11/3/17,11/3/17 1:20 PM,Nov,3,1,2017,Fri,Autumn,38,42.36083333,71.09222222,201,"38-201, Chipotle Leftovers EOM"
274,7:10:57 PM, 3 Nov 2017 ,11/3/17,11/3/17 7:10 PM,Nov,3,1,2017,Fri,Autumn,3,42.35888889,71.09222222,270,"Celery, ranch dressing , and cookies is 3-270"
275,8:50:46 PM, 3 Nov 2017 ,11/3/17,11/3/17 8:50 PM,Nov,3,1,2017,Fri,Autumn,13,42.35972222,71.0925,1,"Several trays of pasta and chicken parm, lobby 13"
276,5:40:37 PM,11/30/16,11/30/16,11/30/16 5:40 PM,Nov,30,1,2016,Wed,Autumn,34,42.36111111,71.09166667,101,Chips and soda in 34-101
277,2:17:00 PM, 4 Nov 2016 ,11/4/16,11/4/16 2:17 PM,Nov,4,1,2016,Fri,Autumn,1,42.35805556,71.09194444,165,Food in Course 1 Lounge (1-165)
278,2:38:40 PM, 4 Nov 2016 ,11/4/16,11/4/16 2:38 PM,Nov,4,1,2016,Fri,Autumn,e51,42.36055556,71.08444444,0,Cafe Luna sandwiches
279,5:11:02 PM, 4 Nov 2016 ,11/4/16,11/4/16 5:11 PM,Nov,4,1,2016,Fri,Autumn,W20,42.35888889,71.09472222,5,5th Floor Student Centre
280,11:34:27 AM, 4 Nov 2017 ,11/4/17,11/4/17 11:34 AM,Nov,4,1,2017,Sat,Autumn,2,42.35861111,71.09,131,Pad thai near 2-131 (building 14 mural)
281,2:21:58 PM, 4 Nov 2017 ,11/4/17,11/4/17 2:21 PM,Nov,4,1,2017,Sat,Autumn,32,42.36138889,71.09055556,144,Tray of egg breakfast burritos on table outside 32-144 eom
282,4:26:16 PM, 4 Nov 2017 ,11/4/17,11/4/17 4:26 PM,Nov,4,1,2017,Sat,Autumn,10,42.35944444,71.09194444,1,Bertucci's rolls in lobby 10
283,5:07:08 PM, 4 Nov 2017 ,11/4/17,11/4/17 5:07 PM,Nov,4,1,2017,Sat,Autumn,w11,42.35805556,71.09333333,1,Sandwiches and cheese in W11 dining room eom
284,9:04:36 PM, 4 Nov 2017 ,11/4/17,11/4/17 9:04 PM,Nov,4,1,2017,Sat,Autumn,w20,42.35888889,71.09472222,202,"Lots of food La Sala, 2nd floor stud eom"
285,10:00:26 AM, 5 Nov 2016 ,11/5/16,11/5/16 10:00 AM,Nov,5,1,2016,Sat,Autumn,E51,42.36055556,71.08444444,95,breakfast burritos outside E51-095
286,4:31:41 PM, 5 Nov 2016 ,11/5/16,11/5/16 4:31 PM,Nov,5,1,2016,Sat,Autumn,E51,42.36055556,71.08444444,95,outside E51-095
287,11:33:16 AM, 5 Nov 2017 ,11/5/17,11/5/17 11:33 AM,Nov,5,1,2017,Sun,Autumn,13,42.35972222,71.0925,1,Bagels in Lobby 13 eom
288,7:03:35 PM, 6 Nov 2016 ,11/6/16,11/6/16 7:03 PM,Nov,6,1,2016,Sun,Autumn,4,42.35916667,71.09111111,172,Some dumpling house
289,1:57:18 PM, 7 Nov 2016 ,11/7/16,11/7/16 1:57 PM,Nov,7,1,2016,Mon,Autumn,34,42.36111111,71.09166667,401,indian food in 34-401 kitchen
290,6:08:36 PM, 7 Nov 2017 ,11/7/17,11/7/17 6:08 PM,Nov,7,1,2017,Tue,Autumn,9,42.35972222,71.09333333,255,Pizza and cookies outside 9-255 eom
291,8:00:40 PM, 7 Nov 2017 ,11/7/17,11/7/17 8:00 PM,Nov,7,1,2017,Tue,Autumn,w20,42.35888889,71.09472222,1,ungodly quantity of free pizza w20 steps eom
292,8:09:38 PM, 7 Nov 2017 ,11/7/17,11/7/17 8:09 PM,Nov,7,1,2017,Tue,Autumn,16,42.36055556,71.08972222,2,Bertucci's pizzas and rolls 2nd floor Building 16_26
293,8:19:07 PM, 7 Nov 2017 ,11/7/17,11/7/17 8:19 PM,Nov,7,1,2017,Tue,Autumn,4,42.35916667,71.09111111,237,"Soda, 4-237"
294,10:00:37 PM, 7 Nov 2017 ,11/7/17,11/7/17 10:00 PM,Nov,7,1,2017,Tue,Autumn,W20,42.35888889,71.09472222,467,apple cider LN2 ice cream in W20-467 eom
295,8:11:19 PM, 8 Nov 2016 ,11/8/16,11/8/16 8:11 PM,Nov,8,1,2016,Tue,Autumn,1,42.35805556,71.09194444,371,~2 Trays of chinese food in 1-371
296,6:20:43 PM, 8 Nov 2017 ,11/8/17,11/8/17 6:20 PM,Nov,8,1,2017,Wed,Autumn,4,42.35916667,71.09111111,231,Coffee and crackers in 4-231
297,7:12:11 PM, 8 Nov 2017 ,11/8/17,11/8/17 7:12 PM,Nov,8,1,2017,Wed,Autumn,2,42.35861111,71.09,139,Chinese food in front of 2-139
298,8:42:11 PM, 8 Nov 2017 ,11/8/17,11/8/17 8:42 PM,Nov,8,1,2017,Wed,Autumn,9,42.35972222,71.09333333,1,Mexican Food Leftovers in Building 9
299,4:10:50 PM, 9 Nov 2016 ,11/9/16,11/9/16 4:10 PM,Nov,9,1,2016,Wed,Autumn,32,42.36138889,71.09055556,1,Sandwiches and salad outside KLT [eom]
300,6:12:21 PM, 9 Nov 2016 ,11/9/16,11/9/16 6:12 PM,Nov,9,1,2016,Wed,Autumn,3,42.35888889,71.09222222,1,Chinese food bldg 3 stairwell
301,2:42:22 PM, 9 Nov 2017 ,11/9/17,11/9/17 2:42 PM,Nov,9,1,2017,Thu,Autumn,6,42.35944444,71.09027778,120,Taco Bar outside of 6-120
302,2:47:21 PM, 9 Nov 2017 ,11/9/17,11/9/17 2:47 PM,Nov,9,1,2017,Thu,Autumn,34,42.36111111,71.09166667,401,Leftover food in Grier Room Kitchen (34-401)
303,4:07:33 PM, 9 Nov 2017 ,11/9/17,11/9/17 4:07 PM,Nov,9,1,2017,Thu,Autumn,6,42.35944444,71.09027778,120,Saloniki food outside of 6-120
304,7:47:27 PM, 9 Nov 2017 ,11/9/17,11/9/17 7:47 PM,Nov,9,1,2017,Thu,Autumn,W20,42.35888889,71.09472222,5,5th floor lobby of Student Center
305,2:15:48 PM, 1 Dec 2016 ,12/1/16,12/1/16 2:15 PM,Dec,1,1,2016,Thu,Winter,2,42.35861111,71.09,123,Free Indian Food 2-123
306,6:44:40 PM, 1 Dec 2016 ,12/1/16,12/1/16 6:44 PM,Dec,1,1,2016,Thu,Winter,e14,42.36027778,71.08722222,1,Fresh basil at Media Lab
307,6:45:24 PM, 1 Dec 2016 ,12/1/16,12/1/16 6:45 PM,Dec,1,1,2016,Thu,Winter,46,42.36222222,71.09138889,3,"Chips, guac, salsa"
308,2:55:08 PM,12/13/16,12/13/16,12/13/16 2:55 PM,Dec,13,1,2016,Tue,Winter,34,42.36111111,71.09166667,401,free food in Grier Kitchen
309,6:01:05 PM,12/13/16,12/13/16,12/13/16 6:01 PM,Dec,13,1,2016,Tue,Winter,w20,42.35888889,71.09472222,4,Some thelonious (sp_) On 4th floor w20
310,7:03:46 PM,12/13/16,12/13/16,12/13/16 7:03 PM,Dec,13,1,2016,Tue,Winter,e19,42.36194444,71.08777778,1,"salads, Bldg E19"
311,7:25:38 PM,12/13/16,12/13/16,12/13/16 7:25 PM,Dec,13,1,2016,Tue,Winter,e14,42.36027778,71.08722222,304,"Indian food outside 14E-304, lots of it, 7_30pm"
312,8:44:19 PM,12/13/16,12/13/16,12/13/16 8:44 PM,Dec,13,1,2016,Tue,Winter,E25,42.36166667,71.08694444,401,E25-401
313,9:29:39 PM,12/13/16,12/13/16,12/13/16 9:29 PM,Dec,13,1,2016,Tue,Winter,10,42.35944444,71.09194444,1,Lobby 10 benches
314,1:33:12 PM,12/14/16,12/14/16,12/14/16 1:33 PM,Dec,14,1,2016,Wed,Winter,32,42.36138889,71.09055556,5,"Beef Ribs, Chicken Milanese, and other delicious food_ 32-G 5th floor"
315,4:13:31 PM,12/14/16,12/14/16,12/14/16 4:13 PM,Dec,14,1,2016,Wed,Winter,4,42.35916667,71.09111111,349,Royal East Food Pappalardo Lab North Conference Room (eom)
316,4:39:46 PM,12/14/16,12/14/16,12/14/16 4:39 PM,Dec,14,1,2016,Wed,Winter,4,42.35916667,71.09111111,349,Pappalardo lab conference room
317,8:45:40 PM,12/14/16,12/14/16,12/14/16 8:45 PM,Dec,14,1,2016,Wed,Winter,10,42.35944444,71.09194444,1,Food in Lobby 10(1)
318,3:31:52 PM,12/15/16,12/15/16,12/15/16 3:31 PM,Dec,15,1,2016,Thu,Winter,NE47,42.36305556,71.08861111,189,NE47-189 [FREE food from holiday party]
319,5:29:41 PM,12/15/16,12/15/16,12/15/16 5:29 PM,Dec,15,1,2016,Thu,Winter,10,42.35944444,71.09194444,1,Big chicken tray Lobby 10
320,6:05:26 PM,12/15/16,12/15/16,12/15/16 6:05 PM,Dec,15,1,2016,Thu,Winter,W20,42.35888889,71.09472222,1,Snacks!
321,3:46:25 PM,12/16/16,12/16/16,12/16/16 3:46 PM,Dec,16,1,2016,Fri,Winter,E18,42.36166667,71.08777778,228,lunch leftovers from Oasis in E18-228
322,3:50:51 PM,12/16/16,12/16/16,12/16/16 3:50 PM,Dec,16,1,2016,Fri,Winter,34,42.36111111,71.09166667,401,food in Grier Kitchen
323,4:31:03 PM,12/16/16,12/16/16,12/16/16 4:31 PM,Dec,16,1,2016,Fri,Winter,6,42.35944444,71.09027778,120,Few Items Outside 6-120
324,5:10:49 PM,12/17/16,12/17/16,12/17/16 5:10 PM,Dec,17,1,2016,Sat,Winter,26,42.36083333,71.09083333,152,sat 5 pm outside 26-152
325,7:21:09 PM,12/17/16,12/17/16,12/17/16 7:21 PM,Dec,17,1,2016,Sat,Winter,w16,42.35805556,71.095,1,Gingerbread houses in Maseeh (W1) lobby EOM
326,3:26:10 PM,12/19/16,12/19/16,12/19/16 3:26 PM,Dec,19,1,2016,Mon,Winter,26,42.36083333,71.09083333,152,free food in 26-152 3_25 pm
327,5:08:26 PM,12/19/16,12/19/16,12/19/16 5:08 PM,Dec,19,1,2016,Mon,Winter,1,42.35805556,71.09194444,163,"Flour Sandwiches, Fruit, and Juice 1-163"
328,5:36:54 PM,12/19/16,12/19/16,12/19/16 5:36 PM,Dec,19,1,2016,Mon,Winter,46,42.36222222,71.09138889,1,Sandwiches and baked goods at McGovern Atrium
329,4:52:00 PM, 2 Dec 2016 ,12/2/16,12/2/16 4:52 PM,Dec,2,1,2016,Fri,Winter,6,42.35944444,71.09027778,120,"Sandwiches, Salads etc. Outside 6-120"
330,5:41:51 PM, 2 Dec 2016 ,12/2/16,12/2/16 5:41 PM,Dec,2,1,2016,Fri,Winter,50,42.35916667,71.08805556,5,Outside 50-005
331,5:18:24 PM,12/20/16,12/20/16,12/20/16 5:18 PM,Dec,20,1,2016,Tue,Winter,w20,42.35888889,71.09472222,5,Cookies in W20 5th Floor lounge
332,5:25:24 PM,12/20/16,12/20/16,12/20/16 5:25 PM,Dec,20,1,2016,Tue,Winter,e15,42.36083333,71.0875,1,"Leftover June's, E15 lower atrium"
333,11:20:45 AM,12/21/16,12/21/16,12/21/16 11:20 AM,Dec,21,1,2016,Wed,Winter,1,42.35805556,71.09194444,214,Holiday Brunch from SoE (1-214)
334,4:09:10 PM,12/21/16,12/21/16,12/21/16 4:09 PM,Dec,21,1,2016,Wed,Winter,37,42.36055556,71.09305556,244,Marlar Kitchen 37-244 Miscellaneous Baked Goods
335,2:10:48 PM,12/22/16,12/22/16,12/22/16 2:10 PM,Dec,22,1,2016,Thu,Winter,11,42.35944444,71.09277778,0,Main Copytech Center _ 11-004
336,1:52:34 PM,12/29/16,12/29/16,12/29/16 1:52 PM,Dec,29,1,2016,Thu,Winter,w16,42.35805556,71.095,1,small amount of food in Grier Room kitchen
337,2:55:40 PM, 3 Dec 2016 ,12/3/16,12/3/16 2:55 PM,Dec,3,1,2016,Sat,Winter,5,42.35861111,71.09277778,1,Free food next to building 5 entrance eom
338,4:08:40 PM, 3 Dec 2016 ,12/3/16,12/3/16 4:08 PM,Dec,3,1,2016,Sat,Winter,4,42.35916667,71.09111111,270,Leftover Cafe Luna outside 4-270
339,4:49:40 PM, 3 Dec 2016 ,12/3/16,12/3/16 4:49 PM,Dec,3,1,2016,Sat,Winter,56,42.36055556,71.08972222,154,Taco bar outside 56-154 eom
340,6:39:35 PM, 3 Dec 2016 ,12/3/16,12/3/16 6:39 PM,Dec,3,1,2016,Sat,Winter,E51,42.36055556,71.08444444,315,Chipotle taco fixings outside E51-315
341,5:06:28 PM, 4 Dec 2016 ,12/4/16,12/4/16 5:06 PM,Dec,4,1,2016,Sun,Winter,2,42.35861111,71.09,105,Thelonious monkfish in 2-105 EOM
342,8:44:42 PM, 5 Dec 2016 ,12/5/16,12/5/16 8:44 PM,Dec,5,1,2016,Mon,Winter,5,42.35861111,71.09277778,231,5-231 pizza from otto's
343,5:41:10 PM, 6 Dec 2016 ,12/6/16,12/6/16 5:41 PM,Dec,6,1,2016,Tue,Winter,4,42.35916667,71.09111111,1,Free food in the Physics Common Room (eom)
344,8:05:49 PM, 6 Dec 2016 ,12/6/16,12/6/16 8:05 PM,Dec,6,1,2016,Tue,Winter,36,42.36138889,71.09138889,5,Pizza 36-5 elevator lobby
345,8:47:32 PM, 6 Dec 2016 ,12/6/16,12/6/16 8:47 PM,Dec,6,1,2016,Tue,Winter,e25,42.36166667,71.08694444,401,"E-25 - 401 free Tomato pasta, salad, egg plant parmesan and cookies!"
346,1:53:58 PM, 7 Dec 2016 ,12/7/16,12/7/16 1:53 PM,Dec,7,1,2016,Wed,Winter,34,42.36111111,71.09166667,401,Free Food in kitchen of 34-401
347,1:27:48 PM, 9 Dec 2016 ,12/9/16,12/9/16 1:27 PM,Dec,9,1,2016,Fri,Winter,e52,42.36055556,71.08361111,1,Extra Salads in E52 & E62
348,1:32:57 PM, 9 Dec 2016 ,12/9/16,12/9/16 1:32 PM,Dec,9,1,2016,Fri,Winter,e62,42.36111111,71.0825,1,Free Salads
349,6:13:48 PM, 9 Dec 2016 ,12/9/16,12/9/16 6:13 PM,Dec,9,1,2016,Fri,Winter,33,42.36,71.09361111,116,Food in Unified Lounge outside 33-116
350,7:22:20 PM, 9 Dec 2016 ,12/9/16,12/9/16 7:22 PM,Dec,9,1,2016,Fri,Winter,10,42.35944444,71.09194444,105,Bush room sliders
351,1:15:40 PM, 1 Feb 2017 ,2/1/17,2/1/17 1:15 PM,Feb,1,1,2017,Wed,Winter,37,42.36055556,71.09305556,244,"Bertucci pizza, rolls, salad, drinks"
352,1:24:38 PM, 1 Feb 2017 ,2/1/17,2/1/17 1:24 PM,Feb,1,1,2017,Wed,Winter,16,42.36055556,71.08972222,644,8 Pepperoni Pizzas @ 16-644
353,1:49:04 PM,2/10/17,2/10/17,2/10/17 1:49 PM,Feb,10,1,2017,Fri,Winter,36,42.36138889,71.09138889,428,Make your own tacos in 36-428
354,1:49:04 PM,2/10/17,2/10/17,2/10/17 1:49 PM,Feb,10,1,2017,Fri,Winter,E18,42.36166667,71.08777778,228,leftovers in E18-228(5)
355,2:27:48 PM,2/10/17,2/10/17,2/10/17 2:27 PM,Feb,10,1,2017,Fri,Winter,11,42.35944444,71.09277778,0,A few sandwiches at Copytech _ 11-004
356,10:18:31 PM,2/11/17,2/11/17,2/11/17 10:18 PM,Feb,11,1,2017,Sat,Winter,W20,42.35888889,71.09472222,1,Leftover food at student center
357,7:44:24 PM,2/13/17,2/13/17,2/13/17 7:44 PM,Feb,13,1,2017,Mon,Winter,10,42.35944444,71.09194444,485,"Some Bertucci's, salad and bread outside 10-485"
358,8:18:13 PM,2/13/17,2/13/17,2/13/17 8:18 PM,Feb,13,1,2017,Mon,Winter,E15,42.36083333,71.0875,341,Brazilian food outside of E15-341 (aka Food Cam)
359,10:04:18 PM,2/13/17,2/13/17,2/13/17 10:04 PM,Feb,13,1,2017,Mon,Winter,W20,42.35888889,71.09472222,2,"rice, peppers, pasta in W20 2nd floor lounge"
360,6:05:25 PM,2/14/17,2/14/17,2/14/17 6:05 PM,Feb,14,1,2017,Tue,Winter,13,42.35972222,71.0925,6,Free food in Lobby 13 until 6_20 PM
361,8:30:55 PM,2/14/17,2/14/17,2/14/17 8:30 PM,Feb,14,1,2017,Tue,Winter,2,42.35861111,71.09,135,Soda 2-135
362,8:40:00 PM,2/14/17,2/14/17,2/14/17 8:40 PM,Feb,14,1,2017,Tue,Winter,E25,42.36166667,71.08694444,401,Free food in E25-401
363,10:23:41 PM,2/14/17,2/14/17,2/14/17 10:23 PM,Feb,14,1,2017,Tue,Winter,36,42.36138889,71.09138889,501,Upper Crust Pizzas on 36-501 eom
