"shapeid","x","y"
"0.0","72.83511840000001","18.940472899999993"
"0.0","72.8351046","18.940596600000003"
"0.0","72.83490540000001","18.942184899999997"
"0.0","72.83486000000002","18.94265170000001"
"0.0","72.8348144","18.943121600000023"
"0.0","72.8347988","18.943282700000008"
"0.0","72.8347855","18.943523500000026"
"0.0","72.8347945","18.94376300000004"
"0.0","72.83485570000002","18.9440804"
"0.0","72.83503170000002","18.944547299999993"
"0.0","72.8351376","18.94471380000001"
"0.0","72.83530880000002","18.944933999999996"
"0.0","72.83552700000001","18.945186800000023"
"0.0","72.8372742","18.947210799999993"
"0.0","72.83747210000001","18.947485400000023"
"0.0","72.83763789999999","18.947764099999986"
"0.0","72.8378458","18.94824530000001"
"0.0","72.8379118","18.948539700000005"
"0.0","72.8379531","18.94878129999999"
"0.0","72.8380315","18.949591000000048"
"0.0","72.83808900000002","18.950240799999996"
"0.0","72.83832120000001","18.951080299999997"
"0.0","72.8382858","18.95277730000001"
"0.0","72.8382844","18.95318710000004"
"0.0","72.83825640000002","18.953519499999995"
"0.0","72.83820620000003","18.95386730000003"
"0.0","72.83817260000001","18.954228000000032"
"0.0","72.83815250000002","18.954551200000008"
"0.0","72.83814110000002","18.954992799999992"
"0.0","72.83815750000001","18.955386300000015"
"0.0","72.8382083","18.955728500000028"
"0.0","72.8382763","18.956110000000002"
"0.0","72.83836820000002","18.956510100000003"
"0.0","72.83893890000002","18.958346100000014"
"0.0","72.83924279999998","18.959180699999994"
"0.0","72.83940140000001","18.95977180000001"
"0.0","72.83945630000001","18.960056499999993"
"0.0","72.8395017","18.96034040000002"
"0.0","72.83952830000001","18.961119400000012"
"0.0","72.83948840000001","18.96161"
"0.0","72.8394582","18.961822600000023"
"0.0","72.8393779","18.962210400000014"
"0.0","72.8392918","18.962557800000013"
"0.0","72.83918970000002","18.96291910000002"
"0.0","72.8390897","18.9631866"
"0.0","72.8389862","18.963419199999997"
"0.0","72.8388594","18.9636476"
"0.0","72.83871310000002","18.96387520000002"
"0.0","72.8384394","18.9642759"
"0.0","72.8381792","18.964624600000022"
"0.0","72.83782800000002","18.965020300000017"
"0.0","72.8375393","18.96530750000001"
"0.0","72.83617990000002","18.96649220000002"
"0.0","72.83573790000001","18.966877900000025"
"0.0","72.8353378","18.9672706"
"0.0","72.8349807","18.9676274"
"0.0","72.83471020000002","18.96791830000002"
"0.0","72.83448180000002","18.968201300000025"
"0.0","72.83432570000001","18.968430799999993"
"0.0","72.8341975","18.9686271"
"0.0","72.8340531","18.96883740000001"
"0.0","72.83392800000001","18.96906540000003"
"0.0","72.8336019","18.9697047"
"0.0","72.8334204","18.970091700000005"
"0.0","72.8332849","18.970416900000014"
"0.0","72.8331124","18.970912900000016"
"0.0","72.83298620000001","18.971318900000004"
"0.0","72.83292650000001","18.971578800000014"
"0.0","72.8328598","18.971839999999997"
"0.0","72.8328248","18.972096200000024"
"0.0","72.83279520000002","18.972291200000004"
"0.0","72.832773","18.97258179999998"
"0.0","72.83276070000001","18.972911599999993"
"0.0","72.83275030000001","18.97358040000002"
"0.0","72.8327307","18.97415980000003"
"0.0","72.83270450000002","18.974920699999984"
"0.0","72.83270310000002","18.975417700000026"
"0.0","72.8327177","18.97624510000002"
"0.0","72.83272030000003","18.976551100000005"
"0.0","72.83275970000001","18.979294500000016"
"0.0","72.8327613","18.97942910000001"
"0.0","72.8327775","18.981402500000016"
"0.0","72.83279220000001","18.9822245"
