"shapeid","x","y"
"0.0","72.8394131","19.06583470000004"
"0.0","72.8392214","19.064479400000007"
"0.0","72.839189","19.063951900000017"
"0.0","72.8393308","19.062634600000013"
"0.0","72.8393361","19.062392200000026"
"0.0","72.83930280000001","19.061583999999996"
"0.0","72.8392998","19.060853600000026"
"0.0","72.8393664","19.060325800000005"
"0.0","72.8393836","19.060010000000005"
"0.0","72.839565","19.058889200000035"
"0.0","72.83979140000001","19.05792560000002"
"0.0","72.83989340000001","19.057495999999993"
"0.0","72.84009010000001","19.05692210000002"
"0.0","72.8401881","19.056639400000005"
"0.0","72.84046629999999","19.056034400000037"
"0.0","72.84070330000002","19.055501100000043"
"0.0","72.84084860000002","19.0551372"
"0.0","72.8409588","19.054835000000015"
"0.0","72.84155080000001","19.053089800000006"
"0.0","72.8417257","19.052543599999993"
"0.0","72.8417927","19.05231720000001"
"0.0","72.8424802","19.05072220000001"
"0.0","72.8450791","19.04488860000002"
"0.0","72.84592760000001","19.043051600000002"
"0.0","72.8461675","19.0425738"
"0.0","72.84664560000002","19.041825900000017"
"0.0","72.84709990000002","19.040861200000023"
"0.0","72.84744499999998","19.04006180000003"
"0.0","72.8475085","19.039859699999997"
"0.0","72.84759640000001","19.039510000000025"
"0.0","72.8477286","19.03897040000003"
"0.0","72.84786580000001","19.03846880000002"
"0.0","72.8479144","19.03822610000001"
"0.0","72.8479513","19.038030700000036"
"0.0","72.8479901","19.037577900000006"
"0.0","72.8480556","19.036757600000012"
"0.0","72.8482125","19.03578460000002"
"0.0","72.8482411","19.03494499999999"
"0.0","72.84823960000001","19.033851000000016"
"0.0","72.84815910000002","19.032851000000008"
"0.0","72.8480667","19.032067799999997"
"0.0","72.84790580000002","19.031138200000004"
"0.0","72.84762870000002","19.030062100000006"
"0.0","72.84700450000001","19.028070500000016"
"0.0","72.8464331","19.026506000000023"
"0.0","72.846142","19.025708700000017"
"0.0","72.8449179","19.022575300000018"
"0.0","72.8445239","19.021674100000016"
"0.0","72.84374320000002","19.020125099999998"
"0.0","72.8434774","19.019548800000024"
"0.0","72.8430459","19.018834400000003"
"0.0","72.84222400000002","19.01764190000001"
"0.0","72.84082430000001","19.01544390000002"
"0.0","72.83954940000001","19.01331720000003"
"0.0","72.83827220000002","19.011259799999987"
"0.0","72.8378295","19.01048990000002"
"0.0","72.8376248","19.010117499999993"
"0.0","72.8373422","19.0096021"
"0.0","72.8369368","19.008871500000023"
"0.0","72.8355157","19.006645099999997"
"0.0","72.83524440000001","19.006216500000026"
"0.0","72.83492050000001","19.00568730000001"
"0.0","72.83465750000002","19.005159000000045"
"0.0","72.83315270000001","19.001781700000002"
"0.0","72.8325047","19.00040670000003"
"0.0","72.83157180000002","18.99838140000003"
"0.0","72.83058190000001","18.996213000000015"
"0.0","72.8294935","18.99381630000002"
"0.0","72.82763159999999","18.98952520000001"
"0.0","72.8262361","18.986138400000023"
"0.0","72.82566000000001","18.984930300000006"
"0.0","72.82513430000002","18.9837281"
"0.0","72.8249841","18.9834136"
"0.0","72.8247266","18.982972299999997"
"0.0","72.82453510000002","18.982699000000025"
"0.0","72.8233621","18.981179499999996"
"0.0","72.821903","18.979236700000012"
"0.0","72.8216998","18.97896460000002"
"0.0","72.821217","18.978193500000017"
"0.0","72.82112040000001","18.978010900000026"
"0.0","72.8209166","18.9775696"
"0.0","72.82079860000002","18.9772601"
"0.0","72.82060550000001","18.976732600000016"
"0.0","72.82039620000002","18.976149200000027"
"0.0","72.8202514","18.975748399999993"
"0.0","72.8194387","18.973562000000005"
"0.0","72.8192536","18.972978600000005"
"0.0","72.81909","18.97250680000004"
"0.0","72.81902030000003","18.97226080000002"
"0.0","72.81894690000001","18.971757200000006"
"0.0","72.81888530000002","18.97117780000001"
"0.0","72.8188347","18.970709600000013"
"0.0","72.8187455","18.969928700000025"
"0.0","72.8187065","18.969725399999994"
"0.0","72.81841660000002","18.968887399999993"
"0.0","72.81734740000002","18.966360700000028"
"0.0","72.81711850000002","18.96572630000001"
"0.0","72.81686769999999","18.96522"
"0.0","72.8167255","18.964933400000017"
"0.0","72.8163339","18.964086199999986"
"0.0","72.81569019999999","18.962696100000034"
"0.0","72.8154352","18.96207810000001"
"0.0","72.81533600008322","18.961910399957183"
"0.0","72.8150618","18.961087000000003"
"0.0","72.81476140000001","18.960259"
"0.0","72.814691","18.95995510000003"
"0.0","72.8145774","18.959218200000013"
"0.0","72.81459090000001","18.958460000000017"
"0.0","72.81461","18.957512799999993"
"0.0","72.814667","18.95688570000001"
"0.0","72.81479850000001","18.956162300000003"
"0.0","72.8151676","18.955038400000007"
"0.0","72.8153066","18.95472720000002"
"0.0","72.8154635","18.95442990000003"
"0.0","72.81563720000001","18.954165500000027"
"0.0","72.8159499","18.953775400000012"
"0.0","72.8163921","18.953371000000043"
"0.0","72.81694660000001","18.952914300000007"
"0.0","72.818007","18.952125599999995"
"0.0","72.8194107","18.951057000000024"
"0.0","72.8201219","18.950420799999993"
"0.0","72.8205704","18.949994800000024"
"0.0","72.8212441","18.949208000000006"
"0.0","72.82234040000002","18.947867600000002"
"0.0","72.8227943","18.947274400000037"
"0.0","72.8232164","18.946650200000022"
"0.0","72.82445750000001","18.9448532"
"0.0","72.8250526","18.943952599999974"
"0.0","72.825334","18.94350040000003"
"0.0","72.8256088","18.942953500000016"
"0.0","72.8259412","18.942112600000033"
"0.0","72.8265565","18.940374300000016"
"0.0","72.8267017","18.939734099999995"
"0.0","72.82701550000002","18.938229799999977"
"0.0","72.82714580000001","18.937214100000006"
"0.0","72.82714970000002","18.936473500000005"
"0.0","72.8271678","18.936120000000034"
"0.0","72.8271898","18.935822600000023"
"0.0","72.8272393","18.9354151"
"0.0","72.8274548","18.934332299999998"
"0.1","72.83372950000002","19.49705420000002"
"0.1","72.8217132","19.486211999999984"
"0.1","72.81940440000001","19.48412630000002"
"0.1","72.81913190000002","19.48384759999999"
"0.1","72.8185789","19.48332410000001"
"0.1","72.8180845","19.482762700000002"
"0.1","72.8172206","19.48166350000001"
"0.1","72.81655","19.480732300000003"
"0.1","72.81589760000001","19.479781200000005"
"0.1","72.81529350000001","19.478821499999995"
"0.1","72.8147739","19.477918799999994"
"0.1","72.8142634","19.476950600000013"
"0.1","72.81366240000001","19.475691900000015"
"0.1","72.81321530000001","19.474672400000014"
"0.1","72.81320229999999","19.474638100000007"
"0.1","72.81275620000001","19.47346210000001"
"0.1","72.81236960000001","19.472397000000026"
"0.1","72.81224020000002","19.47194319999999"
"0.1","72.81212200000002","19.4715579"
"0.1","72.81204330000001","19.47118100000002"
"0.1","72.811702","19.46969730000001"
"0.1","72.81169060000003","19.4696441"
"0.1","72.8114724","19.46862940000003"
"0.1","72.81128520000001","19.467456"
"0.1","72.81112810000002","19.466288400000007"
"0.1","72.81089860000002","19.46225950000002"
"0.1","72.8112304","19.459999699999994"
"0.1","72.81154580000002","19.457416500000022"
"0.1","72.8119527","19.455080900000024"
"0.1","72.81206930000002","19.4544545"
"0.1","72.8122256","19.453575200000028"
"0.1","72.8131607","19.4487279"
"0.1","72.8133026","19.44789610000004"
"0.1","72.8138515","19.444678200000002"
"0.1","72.81388980000001","19.44447809999998"
"0.1","72.8178213","19.422914699999982"
