"shapeid","name","cmt","desc","src","link1_href","link1_text","link1_type","link2_href","link2_text","link2_type","number","type"
"0.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
